ID,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Securities Account,CD Account,Online,CreditCard,Personal Loan
2692,61,28,171,91334,3,0.8020258596261768,2,138,1,1,1,0,1
2692,43,27,81,94114,1,0.27066847699678875,2,98,1,0,1,0,0
2692,42,28,171,92071,1,0.8020258596261768,3,138,1,1,1,0,0
2692,61,28,171,92847,1,3.810133810198166,2,98,1,0,0,0,0
2692,61,27,171,90181,1,0.27066847699678875,1,98,1,1,1,1,0
2692,42,28,171,92847,1,0.27066847699678875,2,138,1,1,1,0,0
2692,42,28,42,92847,4,0.8020258596261768,2,138,1,1,1,0,0
2692,42,28,171,94114,1,0.27066847699678875,2,138,1,0,1,0,0
2692,61,28,171,92071,1,0.8020258596261768,3,375,1,1,1,1,1
2692,42,4,116,92847,1,3.810133810198166,2,138,0,1,1,1,0
2692,61,28,171,90181,1,3.810133810198166,1,138,1,1,1,1,1
2692,42,28,171,92847,1,0.27066847699678875,2,0,1,1,1,0,0
2692,61,27,81,92847,4,3.810133810198166,2,138,0,0,1,1,0
2692,35,28,81,92847,1,0.8020258596261768,2,375,1,0,1,0,0
2692,43,28,171,90181,1,0.27066847699678875,2,375,1,1,1,1,0
2692,42,28,81,92847,4,0.8020258596261768,2,138,1,1,1,0,0
2692,61,28,116,92847,3,0.8020258596261768,2,98,1,0,1,0,1
2692,61,28,116,90181,3,3.810133810198166,2,138,0,0,1,0,1
2692,61,28,81,92847,1,0.8020258596261768,2,138,1,1,1,0,0
2692,61,28,171,92071,1,0.8020258596261768,3,375,1,1,1,1,1
2692,42,28,171,94114,4,0.27066847699678875,2,138,1,0,1,0,0
2692,61,28,81,92847,1,0.27066847699678875,2,138,1,1,0,0,0
2414,42,28,171,91334,1,0.8020258596261768,3,138,1,1,1,0,1
2692,42,28,81,94114,1,0.8020258596261768,2,138,1,0,1,0,0
2692,61,28,171,90181,1,0.8020258596261768,3,138,1,1,1,0,0
3101,53,4,171,92847,1,0.27066847699678875,1,138,1,1,1,1,1
2414,42,28,42,91334,3,0.8020258596261768,2,138,1,1,1,0,1
2692,43,28,171,90181,1,0.8020258596261768,3,98,1,1,1,1,0
2692,61,28,171,92847,1,3.810133810198166,2,98,1,0,0,0,0
2692,61,28,116,92847,3,3.810133810198166,2,98,0,0,1,0,0
2414,42,28,42,92847,4,0.8020258596261768,2,0,1,1,1,0,0
2692,42,28,81,90181,1,3.810133810198166,2,98,0,1,1,1,0
2692,61,27,171,90181,1,0.27066847699678875,1,98,1,1,1,1,0
2692,43,27,116,94114,3,0.27066847699678875,2,98,0,1,1,1,1
2692,45,28,171,94114,4,3.810133810198166,2,98,1,0,0,0,1
2692,61,28,171,92071,1,3.810133810198166,2,0,1,1,1,0,1
2692,43,27,81,94114,1,0.27066847699678875,2,98,1,0,1,0,0
2692,42,28,171,94114,4,0.8020258596261768,2,138,1,1,1,0,0
2414,42,28,42,92847,4,0.8020258596261768,2,0,1,1,1,0,0
2692,42,28,81,92847,1,0.8020258596261768,2,98,1,1,1,0,0
2692,61,28,171,94114,3,0.8020258596261768,2,98,1,0,0,0,0
2692,42,28,171,92847,4,0.8020258596261768,2,0,1,1,1,0,0
2692,61,27,171,90181,1,0.27066847699678875,1,98,1,1,1,1,0
2692,61,28,42,94114,4,0.8020258596261768,2,138,1,1,1,0,0
2692,61,28,81,92847,4,0.27066847699678875,2,98,1,0,1,0,0
2414,61,28,42,92847,3,0.8020258596261768,2,138,1,1,1,0,1
2692,42,28,171,92847,1,3.810133810198166,2,0,1,1,1,0,0
2692,42,27,116,92847,1,3.810133810198166,2,138,0,1,1,1,0
2692,53,4,171,94114,4,1.738048185186024,2,98,1,0,1,0,0
2414,61,28,116,91334,3,0.8020258596261768,2,138,1,1,1,0,1
2692,61,28,116,92847,3,0.8020258596261768,2,98,1,1,1,0,1
2692,42,28,81,94114,1,0.27066847699678875,2,138,1,0,1,0,0
2414,61,28,42,92847,3,0.8020258596261768,2,138,1,1,1,0,1
2692,42,28,81,94114,1,0.27066847699678875,2,98,1,0,1,0,0
2692,42,28,171,91334,1,0.8020258596261768,2,0,1,1,1,0,0
2692,43,28,171,90181,1,0.8020258596261768,3,98,1,1,1,1,0
2692,43,27,171,90181,1,0.8020258596261768,1,98,1,1,1,1,0
2692,61,27,171,90181,1,0.27066847699678875,1,98,1,1,1,1,0
2692,43,28,171,90181,1,0.8020258596261768,3,98,1,1,1,1,0
2692,42,28,171,94114,4,0.27066847699678875,2,98,1,0,1,0,0
2414,61,28,171,91334,1,0.8020258596261768,3,138,1,1,1,0,1
2692,61,28,171,91334,4,0.8020258596261768,2,138,1,1,1,0,1
2692,43,28,171,90181,1,0.8020258596261768,3,375,1,1,1,1,0
2692,35,27,81,94114,4,1.738048185186024,2,138,1,1,1,0,0
2692,61,28,81,92847,1,0.27066847699678875,2,98,1,0,0,0,0
2414,61,28,171,91334,1,0.8020258596261768,3,375,1,1,1,0,1
2692,42,28,171,92071,1,0.8020258596261768,3,138,1,1,1,0,1
2692,43,27,171,90181,1,0.8020258596261768,1,98,1,1,1,1,0
3101,61,28,171,91334,1,3.810133810198166,2,375,1,1,1,0,0
2692,42,28,171,91334,3,0.8020258596261768,2,138,1,0,1,0,1
2692,42,28,171,91334,1,0.8020258596261768,2,138,1,0,1,0,0
2692,61,27,171,91334,4,3.810133810198166,2,138,0,1,1,0,1
2692,61,28,171,91334,4,3.810133810198166,2,138,0,1,1,0,1
2692,61,28,171,92847,1,0.8020258596261768,3,138,1,1,1,0,0
2692,61,28,171,91334,3,0.8020258596261768,2,138,1,1,1,0,1
2692,61,28,116,90181,4,3.810133810198166,2,138,0,0,1,0,1
2692,61,28,171,90181,3,3.810133810198166,2,138,1,1,1,0,1
2692,42,28,42,92847,4,0.8020258596261768,2,138,1,1,1,0,0
2692,61,28,81,91334,3,0.8020258596261768,2,138,1,1,1,0,1
2692,42,28,171,92847,4,0.8020258596261768,2,375,1,1,1,0,0
1241,43,28,171,91334,1,0.8020258596261768,2,375,1,1,1,0,0
2692,61,28,171,92071,1,0.8020258596261768,3,375,1,1,1,1,1
2692,61,28,171,90181,1,0.8020258596261768,3,375,1,1,1,1,1
2692,42,28,81,94114,1,0.27066847699678875,2,98,1,0,1,0,0
2692,61,28,171,94114,1,0.8020258596261768,2,98,1,0,0,0,0
2692,42,28,171,92847,4,0.8020258596261768,2,0,1,1,1,0,0
2414,42,28,42,91334,4,0.8020258596261768,2,138,1,1,1,0,0
2692,61,28,116,90181,3,3.810133810198166,2,138,0,0,1,0,1
2692,45,28,171,94114,4,3.810133810198166,2,98,1,0,0,0,1
2692,42,28,171,90181,1,0.27066847699678875,1,98,1,1,1,1,0
2692,61,28,116,91334,3,0.8020258596261768,2,138,1,1,1,0,1
2692,61,27,171,91334,4,0.8020258596261768,2,138,0,0,1,0,1
2692,61,27,171,91334,4,3.810133810198166,2,138,0,1,1,0,1
2692,42,28,81,94114,4,0.27066847699678875,2,98,1,1,1,0,0
2692,53,4,116,94114,1,3.810133810198166,2,138,0,1,1,1,0
2692,42,28,171,91334,4,0.8020258596261768,2,98,1,1,1,0,0
2692,61,28,171,91334,4,3.810133810198166,2,138,0,1,1,0,1
2692,61,27,171,91334,4,0.8020258596261768,2,138,0,1,1,0,1
2692,61,27,116,94114,1,3.810133810198166,2,138,0,1,1,1,1
2414,42,28,116,91334,3,0.8020258596261768,2,138,1,1,1,0,1
2692,61,28,116,94114,4,3.810133810198166,2,138,0,0,1,1,1
2692,43,28,171,90181,1,0.8020258596261768,1,98,1,1,1,0,0
2692,61,28,116,90181,3,3.810133810198166,2,138,0,0,1,0,1
2692,42,28,42,92847,4,0.8020258596261768,2,138,1,1,1,0,0
2692,43,27,171,90181,3,0.8020258596261768,1,98,1,1,1,1,0
2692,42,28,81,92847,4,0.8020258596261768,2,138,1,1,1,0,0
2414,42,28,42,92847,4,0.8020258596261768,2,0,1,1,1,0,0
2692,42,28,171,91334,4,0.8020258596261768,2,138,1,1,1,0,1
2692,61,28,81,94114,1,0.27066847699678875,2,98,1,0,1,0,0
2692,61,4,171,90181,4,0.8020258596261768,2,138,1,1,1,0,1
2692,61,28,81,94114,1,0.8020258596261768,2,98,1,0,1,0,0
2692,42,28,42,92847,4,0.8020258596261768,2,138,1,1,1,0,0
2692,42,28,171,92847,4,3.810133810198166,2,138,1,1,1,0,0
2692,42,27,116,92847,1,3.810133810198166,2,138,0,1,1,1,0
2692,61,28,81,92847,1,0.27066847699678875,2,98,1,0,0,0,0
2692,42,28,42,92847,4,0.8020258596261768,2,138,1,1,1,0,0
2692,61,28,81,94114,1,0.27066847699678875,2,98,1,0,1,0,0
2692,35,28,81,92847,1,0.8020258596261768,2,98,1,0,1,0,0
2692,42,4,116,94114,1,3.810133810198166,2,138,0,1,1,1,0
2692,42,28,42,92847,4,0.8020258596261768,2,138,1,1,1,0,0
2692,42,4,116,92847,1,3.810133810198166,2,138,0,1,1,1,0
2692,61,27,116,94114,1,3.810133810198166,2,138,0,1,1,1,1
2692,61,28,81,92847,1,0.27066847699678875,2,98,1,0,0,0,0
2692,42,28,81,92847,4,3.810133810198166,2,138,1,1,1,0,0
2692,42,28,81,92847,1,1.738048185186024,2,0,1,1,1,0,0
2692,42,4,116,92847,1,3.810133810198166,2,138,0,1,1,1,0
2414,42,28,42,91334,3,0.8020258596261768,3,138,1,1,1,0,0
2692,43,27,171,90181,1,0.8020258596261768,1,98,1,1,1,1,0
2692,42,28,171,94114,4,3.810133810198166,2,138,0,0,1,0,1
2692,61,28,171,91334,3,0.8020258596261768,2,138,1,1,1,0,1
2692,61,28,116,90181,3,3.810133810198166,2,138,0,0,1,0,1
2692,61,28,171,91334,4,3.810133810198166,2,138,0,1,1,0,1
2692,43,27,81,94114,1,0.27066847699678875,2,98,1,0,1,0,0
2692,45,28,171,94114,4,3.810133810198166,2,98,1,0,0,0,1
2692,61,28,81,92847,1,0.27066847699678875,2,98,1,0,1,0,0
2692,42,28,171,91334,4,0.8020258596261768,3,138,1,1,1,0,0
2692,45,28,171,94114,1,3.810133810198166,2,98,1,0,0,0,1
2692,53,4,171,95687,1,3.810133810198166,2,138,0,1,1,1,0
2692,61,28,171,91334,4,0.8020258596261768,2,138,1,1,1,0,1
2692,53,4,171,94114,4,1.738048185186024,2,138,1,1,1,0,0
2692,42,4,116,92847,1,3.810133810198166,2,138,0,1,1,1,0
2692,43,28,81,94114,4,0.8020258596261768,2,98,1,0,1,0,0
2692,42,28,171,94114,1,0.8020258596261768,2,138,1,0,0,0,0
2692,42,28,81,92847,1,0.27066847699678875,2,98,1,1,1,0,0
2692,43,28,171,90181,1,0.27066847699678875,2,375,1,1,1,1,0
2692,42,28,81,94114,4,1.738048185186024,2,138,1,0,1,0,0
2692,61,28,81,92847,4,1.738048185186024,2,98,1,0,1,0,0
2692,42,28,171,91334,4,0.8020258596261768,2,375,1,1,1,0,0
2692,42,28,81,92847,1,1.738048185186024,2,98,1,1,1,0,0
2692,61,28,171,91334,3,0.8020258596261768,2,138,1,1,1,0,1
2414,61,28,171,91334,1,1.6784280877036761,2,375,1,1,1,0,0
2692,43,28,171,90181,3,0.8020258596261768,2,138,1,1,1,0,1
2692,61,28,81,92847,1,0.27066847699678875,2,98,1,0,0,0,0
2692,61,28,81,94114,1,0.27066847699678875,2,98,1,0,1,0,0
2692,43,28,81,92847,1,0.8020258596261768,2,98,1,0,1,0,0
2692,42,28,171,92847,1,1.738048185186024,2,0,1,1,1,0,0
2692,42,28,81,90181,1,0.27066847699678875,1,98,0,1,1,1,0
2692,42,28,171,91334,1,0.8020258596261768,2,138,1,1,1,0,0
2692,61,28,81,92847,1,0.27066847699678875,2,98,1,0,0,0,0
2692,61,28,171,91334,3,0.8020258596261768,2,138,1,1,1,0,1
2692,61,28,171,94114,4,1.738048185186024,2,138,1,1,1,0,0
2414,42,27,171,91334,1,0.8020258596261768,2,138,1,1,1,0,0
2692,61,28,81,92847,4,0.27066847699678875,2,138,1,0,1,0,0
2692,61,28,81,92847,1,0.27066847699678875,2,98,1,0,0,0,0
2692,42,28,81,94114,3,0.8020258596261768,2,98,1,0,0,0,0
2414,42,28,42,91334,4,0.8020258596261768,2,138,1,1,1,0,0
2692,61,28,171,91334,4,0.8020258596261768,2,138,0,1,1,0,1
2692,43,28,171,90181,1,0.27066847699678875,2,375,1,1,1,1,0
2692,42,28,171,94114,4,3.810133810198166,2,138,1,1,1,0,0
2692,42,28,171,92847,1,0.27066847699678875,2,138,1,0,1,0,0
2692,61,28,116,90181,3,3.810133810198166,2,138,0,0,1,0,1
2692,42,28,42,92847,4,0.8020258596261768,2,138,1,1,1,0,0
2692,61,27,171,91334,4,3.810133810198166,2,138,0,1,1,0,1
2692,61,28,171,95687,1,0.8020258596261768,2,98,1,1,1,0,0
2692,43,27,171,90181,1,0.27066847699678875,1,98,1,1,1,1,0
2692,42,28,171,92847,1,0.8020258596261768,2,98,1,1,1,0,0
2692,42,27,81,92847,1,3.810133810198166,2,138,0,1,1,1,0
2692,61,28,81,92847,1,0.8020258596261768,2,98,1,1,0,0,0
2414,61,28,116,91334,3,0.8020258596261768,2,138,1,1,1,0,1
2692,61,28,116,94114,4,3.810133810198166,2,138,0,0,1,1,1
2692,42,28,171,92071,1,0.8020258596261768,3,375,1,1,1,0,1
2692,42,28,171,91334,4,0.8020258596261768,2,138,1,1,1,0,1
2692,42,28,81,94114,1,0.27066847699678875,2,138,1,0,1,0,0
2692,61,28,81,92847,4,0.27066847699678875,2,98,1,0,1,0,0
3101,35,4,81,94114,4,1.738048185186024,2,138,1,1,1,0,0
2692,61,28,81,92847,1,0.27066847699678875,2,98,1,0,0,0,0
2692,43,28,171,90181,1,0.27066847699678875,2,375,1,1,1,1,0
2692,42,27,116,92847,1,3.810133810198166,2,138,0,1,1,1,0
2692,61,28,116,94114,4,3.810133810198166,2,138,0,0,1,1,1
2692,43,27,171,90181,1,0.8020258596261768,1,98,1,1,1,1,0
2692,61,27,171,91334,4,3.810133810198166,2,138,0,1,1,0,1
2692,61,28,81,94114,1,0.27066847699678875,2,98,1,0,1,0,0
2692,61,28,116,90181,3,3.810133810198166,2,138,0,0,1,0,1
2692,42,28,81,92847,4,0.8020258596261768,2,138,1,1,1,0,0
2692,61,28,171,94114,3,0.8020258596261768,2,98,1,0,0,0,0
2692,42,28,171,94114,4,3.810133810198166,2,98,1,0,0,0,1
2692,61,28,81,94114,1,0.27066847699678875,2,98,1,0,1,0,0
2692,42,4,116,94114,1,3.810133810198166,2,138,0,1,1,1,0
2692,61,28,81,92847,1,0.27066847699678875,2,98,1,0,0,0,0
2692,42,28,171,92847,1,1.738048185186024,2,0,1,1,1,0,0
2692,53,4,116,94114,1,3.810133810198166,2,138,0,1,1,1,1
2692,61,28,81,92847,1,0.27066847699678875,2,98,1,0,0,0,0
2692,42,28,171,91334,1,0.8020258596261768,2,138,1,1,1,0,0
2692,61,28,171,91334,3,0.8020258596261768,2,138,1,1,1,0,1
2692,61,28,171,94114,3,0.8020258596261768,2,138,0,1,1,0,1
2692,61,28,116,90181,3,3.810133810198166,2,138,0,0,1,0,1
2692,45,28,171,94114,1,3.810133810198166,2,98,1,0,0,0,1
2692,43,27,81,94114,1,0.27066847699678875,2,98,1,0,1,0,0
2692,42,28,171,92847,1,1.738048185186024,2,0,1,1,1,0,0
2692,43,27,171,90181,1,0.27066847699678875,1,98,1,1,1,1,0
2692,42,28,171,92847,1,0.27066847699678875,2,138,1,0,1,0,0
2692,53,4,116,94114,1,3.810133810198166,2,138,0,1,1,1,0
2692,61,28,171,91334,4,3.810133810198166,2,138,0,1,1,0,1
2692,42,28,171,92071,1,0.8020258596261768,3,138,1,1,1,0,1
2414,42,28,42,92071,1,0.8020258596261768,3,138,1,1,1,0,1
3101,35,27,171,92847,1,0.27066847699678875,2,138,0,1,1,1,0
2692,42,28,171,92847,4,0.8020258596261768,2,0,1,1,1,0,0
2414,42,28,42,92847,4,0.8020258596261768,2,0,1,1,1,0,0
2692,35,4,171,92847,1,0.27066847699678875,2,138,0,1,1,1,0
2692,42,28,42,92847,4,0.8020258596261768,2,138,1,1,1,0,0
2692,61,28,171,92071,1,0.8020258596261768,3,375,1,1,1,1,1
2692,42,28,171,92847,4,3.810133810198166,2,138,1,1,1,0,0
2692,61,28,171,91334,4,3.810133810198166,2,138,1,1,1,0,1
2692,42,28,171,90181,1,0.8020258596261768,2,375,1,1,1,0,1
2692,43,27,171,90181,1,0.27066847699678875,1,375,1,1,1,1,0
2414,42,28,116,91334,1,0.8020258596261768,3,138,1,1,1,0,1
2692,42,28,81,92847,1,0.27066847699678875,2,98,1,1,1,0,0
2414,42,28,42,92847,4,0.8020258596261768,2,0,1,1,1,0,0
2692,53,4,81,95687,1,3.810133810198166,2,138,0,1,1,1,0
2692,42,28,81,94114,4,0.27066847699678875,2,98,1,1,1,0,0
2692,42,28,171,91334,3,0.8020258596261768,2,138,1,1,1,0,1
2414,61,28,116,91334,3,0.8020258596261768,3,138,1,1,1,0,1
2692,42,28,171,92847,1,1.738048185186024,2,0,1,1,1,0,0
2692,61,28,81,92847,1,0.27066847699678875,2,98,1,0,0,0,0
2692,43,27,81,94114,1,0.27066847699678875,2,98,1,0,1,0,0
2414,42,28,171,94114,4,0.8020258596261768,2,375,1,1,1,0,0
2692,42,28,171,92847,4,1.738048185186024,2,138,1,1,1,0,0
2692,61,28,116,90181,3,3.810133810198166,2,138,0,0,1,0,1
2692,35,27,81,92847,1,0.27066847699678875,2,98,1,0,1,0,0
2414,42,28,171,91334,4,0.8020258596261768,2,0,1,1,1,0,0
2692,43,27,171,90181,1,0.8020258596261768,1,98,1,1,1,1,0
2692,61,28,116,91334,3,0.8020258596261768,2,138,1,1,1,0,1
2692,42,28,81,94114,4,0.27066847699678875,2,98,1,0,1,0,0
2414,42,28,171,94114,4,0.8020258596261768,2,375,1,1,1,0,0
2692,61,28,171,92071,1,3.810133810198166,3,138,1,1,1,0,1
2692,42,28,171,91334,1,0.8020258596261768,2,138,1,1,1,0,0
2692,61,28,171,91334,4,0.8020258596261768,2,138,1,1,1,0,1
2692,61,28,81,92847,1,3.810133810198166,2,98,1,0,0,0,0
2692,42,28,171,94114,4,1.738048185186024,2,98,1,1,1,0,0
2414,42,28,42,92847,4,0.8020258596261768,2,0,1,1,1,0,0
2692,42,4,171,90181,1,0.8020258596261768,2,98,0,1,1,1,0
2692,61,28,116,90181,3,3.810133810198166,2,138,0,0,1,0,1
2692,61,28,171,94114,3,0.8020258596261768,2,98,1,0,0,0,0
2692,61,27,116,94114,1,3.810133810198166,2,138,0,1,1,1,1
2692,61,28,116,90181,3,3.810133810198166,2,138,0,0,1,0,1
2692,43,28,171,92847,1,0.27066847699678875,2,0,1,1,1,0,0
2692,61,28,171,94114,3,0.8020258596261768,2,98,1,0,0,0,0
2692,42,28,42,92847,4,0.8020258596261768,2,138,1,1,1,0,0
2692,42,28,81,94114,1,0.27066847699678875,2,98,1,1,1,0,0
2692,61,27,171,91334,4,0.8020258596261768,2,138,0,1,1,0,1
2692,61,27,171,90181,1,0.27066847699678875,1,98,1,1,1,1,0
2692,61,28,171,94114,4,3.810133810198166,2,138,0,0,1,0,1
2692,61,27,81,90181,1,0.8020258596261768,2,138,1,1,1,1,0
2692,61,27,171,95687,1,0.8020258596261768,2,98,1,1,1,0,0
2692,61,28,81,92847,1,0.27066847699678875,2,98,1,0,0,0,0
2414,42,28,171,91334,3,0.8020258596261768,2,98,1,1,1,0,1
2414,61,28,171,91334,1,0.8020258596261768,2,375,1,1,1,0,0
2692,61,28,171,90181,4,3.810133810198166,2,138,0,0,1,0,1
2692,61,28,171,92071,1,0.8020258596261768,3,375,1,1,1,1,1
2692,42,28,81,92847,1,0.27066847699678875,2,98,1,1,1,0,0
2692,61,28,81,92847,1,0.8020258596261768,2,98,1,0,0,0,0
2692,61,28,171,94114,4,0.27066847699678875,2,98,1,0,1,0,0
2692,61,28,116,90181,3,0.8020258596261768,2,138,1,0,1,0,1
2692,61,28,171,92071,1,0.8020258596261768,3,375,1,1,1,1,1
2692,61,28,116,90181,3,3.810133810198166,2,138,0,0,1,0,1
2692,42,28,171,92847,4,3.810133810198166,2,138,1,1,1,0,0
2692,61,28,116,94114,4,3.810133810198166,2,138,0,0,1,1,1
2692,61,28,116,92847,3,3.810133810198166,2,138,1,1,1,0,1
2692,61,28,171,92071,1,3.810133810198166,3,138,1,1,1,0,1
2692,42,28,81,94114,1,0.27066847699678875,2,98,1,1,1,0,0
2692,61,28,171,92847,1,0.27066847699678875,1,98,1,1,1,1,0
2692,42,27,116,92847,1,0.27066847699678875,2,138,0,1,1,1,0
2692,61,28,81,92847,1,0.27066847699678875,2,98,1,0,1,0,0
2692,61,27,81,92847,1,0.27066847699678875,2,138,1,1,1,0,0
2692,42,28,171,91334,4,0.8020258596261768,2,138,1,1,1,0,1
2692,42,28,81,94114,1,0.27066847699678875,2,98,1,0,1,0,0
2414,61,28,42,91334,3,0.8020258596261768,3,138,1,1,1,0,0
2692,61,27,171,90181,1,0.27066847699678875,1,98,1,1,1,1,0
2692,61,27,171,91334,4,3.810133810198166,2,138,0,1,1,0,1
2692,42,4,171,94114,4,1.738048185186024,2,138,1,0,1,0,0
2414,42,28,171,91334,1,0.8020258596261768,2,138,1,1,1,0,0
2414,61,28,171,91334,3,0.8020258596261768,2,138,1,1,1,0,1
2692,42,28,42,92847,4,0.8020258596261768,2,138,1,1,1,0,0
2692,42,28,116,90181,4,3.810133810198166,2,138,0,0,1,0,1
2692,43,27,116,92847,1,0.27066847699678875,2,138,0,1,1,1,0
2692,61,28,81,92847,1,0.27066847699678875,2,98,1,0,0,0,0
2414,61,28,116,91334,3,0.8020258596261768,3,138,1,1,1,0,0
2414,42,28,42,92847,4,0.8020258596261768,2,138,1,1,1,0,0
2692,61,28,116,91334,3,0.8020258596261768,2,138,1,1,1,0,1
2692,35,28,81,92847,1,0.8020258596261768,2,98,1,0,1,0,0
2692,61,28,81,94114,1,0.8020258596261768,2,138,1,0,1,0,0
2692,42,28,171,94114,4,0.27066847699678875,2,98,1,0,1,0,0
2692,61,28,81,92847,1,0.27066847699678875,2,98,1,0,0,0,0
2692,42,28,171,92847,4,0.8020258596261768,2,0,1,1,1,0,0
2692,42,28,81,92847,1,1.738048185186024,2,98,1,1,1,0,0
